id,name
5GUEUEQEtDBO5r7ZwtKc,Tandoori Chicken Power Bowl
6aLTZM76mc1WOoYOppXu,Braised Egg /古法秘制茶叶蛋
7Izi9U1iPf5QhnX2XFbh,Lamb shoulder (草原嫩羊肩肉 ）
8591YjPUc2tv5nBs7ILS,Chicken Cafreal 
8sdtdXHHGXOUvQw4K8B3,Poutine 
9d6QaTvoutwICsltpuwu,Boneless Chicken thigh (农场鸡腿肉)
A00GAd5EPsNCY0IQ7u3B,Mac N Cheese × 2
ACEccXE8HixU7UOf6eMc,Dragonbowl Drink -7. Lemonade (柠檬水)
CHxtAhBPJ4v3nw22NbKB,Tacos
CsSAEiT2nOxzRLxIzN1s,Vegan (全素豆制品)
E5z251rXAShwqfokjnqR,Butter Chicken 
GsP1WRX6U2WiQbMnUQDQ,6. Celery Carrot / 传统老北京芹菜
H4oxfbw22BTcjrcvYBM7,Rice Platter - Serves 3
HhUeOk33FCMypUxlEDUD,Chicken Tikka Caesar × 2
Hq2UTr0auup8ioWe2eGf,Rice Bowls 
HuJHUJFHhqI49wLBTXuo,Lamb Kheema Pav
IApQglnMABMtweuibTCe,DragonBowl  -Two person Jumbo shrimp combo (南洋黑虎大虾仁套餐)
IuwrLQ3hRMv2TqhcpyN6,Dirty Samosa Platter - Serves 3-4
JVhMHC0K8qO4FRHyVIfL,IndiCo School Catering
JcfB4ECqMUxSUIEYXaGx,Butter Chicken Rice Bowl Combo
L4lplRfOg3QvoAsUKLDs,Daily Soup / 是日例汤
LoC61XTicTwVvLYGbq0k,Amritsari Fish & Chips 
M75l20Cqi2mEzHwcv0M5,Dragonbowl BOGO -Peach black tea 蜜桃红茶 
OMYAol0lFrzuAGxKmq1F,Madras Coconut Chicken
PHYp9P7FGfq4xzrX3N87,Beef brisket （红烧半肥瘦牛腩）1300 ML only 
PNEx9WRXiy9YpyK0CFlF,Paneer Butter Masala
QP4oTEd5LJXuQlYjV0eD,Samosa Pav
SYcsX9LRwpeqGkjeOWMZ,Mac n Cheese
UmA2NMWb03pu9mJa1Cht,Chicken Tikka Caesar
VEQSA3sX3fhTzVp0m7QO,Dragonbowl Drink -1. Original black tea (原味红茶)
VlDqhQnZUsXFLEDdgXHk,Dragonbowl Main -9. Beef Shank (龍肴秘制牛腱子) 1300 ML only 
VrqjEQRwvZA5poTagmfa,Jumbo shrimp (南洋黑虎大虾仁)
W3bizQ0aYT5K20oUWKaG,Indi Baos
W8dWpjB2cJI6SnwUlhvq,Dragonbowl Drink -5. Lychee black tea (荔枝红茶)
WYd93hBrSK5ALZ4T0K3U,1. Shredded Potatoes / 烧烤摊凉拌土豆丝
Xn36TOvLzneKu6nw826c,Cilantro Cream Paneer
XwC3dylI4TtLryPwnR38,Rice Bowls × 2
YKDkaotXz73bmenoGLNu,Mango Lassi
Ytgdnfb1OtJw61qXKagj,Palak Patta Chaat 
Z0rIGn23YkfL844OKV4T,Pork tenderloin (本地嫩猪里脊)
aD4duyUVutHMBV10vUWr,IND Coke (355 mL)
aTdQjs9wJWOoeyR5dDrx,Kheema Ghotala
dBWGRIhJCkESSOR6PQIL,Basmati Rice
e4VhqG5CN57Lu4CKxn7x,Cilantro Cream Chicken
eqrda3O9dhDKv8JPPFeJ,Dirty Samosas
gG1j8oIdcNoXcmvmDvNi,DragonBowl -Two person Alberta beef slice combo (雪花牛套餐)
hOtEUpdfjM0ZJCBBGjSD,Vegetable Samosa
iTKihqP9xkCI2nSQPvg7,Dragonbowl Main -8. Pistol chicken legs (秘制手枪鸡腿) 1300 ML only 
iVrZwtG9355Yvraadega,Butter Paneer Rice Bowl Combo
jq8lqY4MzFpu2eaQGuas,Fish Pepper Fry With Malabar Parotta × 2
klm1P3wE54PgoTbDsoH4,Poutine Platter- Serves 3
mkujZRDawHwex1kiQIwh,Sandwich
nPSFb0X57yBVK11MBKYw,Dragonbowl Drink -3. Lemon black tea (柠檬红茶)
ps9m0T0jHOTOXb0Ra6Po,Biryani Rice Bowls × 2 
rI4iDET0zruKjJ632Rkh,Vada Bao
rY6SHnVHhDxCz3grKLL6, IND Zero (355 mL)
t579Oi4a10xR3T3xvT3A,IND Diet Coke (355 mL)
thHq8votBbbgOjiMvZrC,Dragonbowl Side -8. Woodear mushroom/酱拌特级云耳
uMLMxteeLjDVsAahWvJD,Dragonbowl BOGO -Lemon black tea 柠檬红茶 
uX6cDSu48HXgouH8p2De,Junior bowl Special Catering 
uurnisMq8eFNIHENZcra,Tandoori Chicken Sandwich 
vSS3ml7e4igx3EcvcnT2,Masala Vada Pav 
wP5hMhzwyT8CnB4AC8EX,Dragonbowl Drink -6. Roselle sour plum tea (洛神红梅茶)
wUGuQin8l9Jtdqf0T5PC,10. Cabbage / 怪味台湾高丽菜
xZzz7fk5kYBtn3uWNfUG,Fish Pepper Fry With Malabar Parotta
xj8wuxRgNpRTTe1iq3Gj,Dragonbowl Drink -4. Grape black tea (葡萄红茶)
y8tVVconks6sRyvNTQQk,Alberta beef slice (阿尔伯塔雪花牛肉片)
yW2hMmoAcvnu3a5Pwwjp,Butter Paneer Pack- Vegetarian - Serves 6
zqIHiBLISyZIeEYdLUTw,Dragonbowl Side -7.Bean curd / 甜辣扬州干丝
0sguh7CbNlFUhVz2JtzH,Crab 
12wmGR2aerf900H2L5yO,Vegan (全素豆制品)
2LcIaTu6B6liYsHAOixB,Dragonbowl Drink -3. Lemon black tea (柠檬红茶)
39QgxhdxoMaUCwrAP9db,White Peach 
3lE1agEgLOTPycnanGyg,Salted Salmon Bento (feeds 1-2)
3x02dCZy3VpZeOrJEeXT,1. Shredded Potatoes / 烧烤摊凉拌土豆丝
42aONAE6kFDKxkeINOym,Dragonbowl Drink -2. Peach black tea (蜜桃红茶)
4waxfKrrLbZIDPujhQkG,Bento Box
5yVcbMtG2qIETn6I2dNy,6. Celery Carrot / 传统老北京芹菜
8uiGCv7Wugy0a9y2jIMx,Dragonbowl BOGO -Peach black tea 蜜桃红茶 
BdO6f6PFUrddxUOAfRFv,Scallop
Bxq8NQ0CedgQvpXnUSlI,A5 Wagyu Bento (feeds 1-2)
C43FGJ8WBfxqOsDLbpPs,Lamb shoulder (草原嫩羊肩肉 ）
Ej6qWtm4r2SdTqUrsUNO,Boneless Chicken thigh (农场鸡腿肉)
Et80cReZXjHFtZV16MpT,Dragonbowl Drink -6. Roselle sour plum tea (洛神红梅茶)
FlsXweDjjxpt6CxtBUe8,DragonBowl  -Two person Jumbo shrimp combo (南洋黑虎大虾仁套餐)
I8yvRgUukRfQVamxIbJC,Holiday Tsukiji Plater
IPzhFswGe0FujCeTBSjc,Tsukiji Platter (for 2)
J1FL2FNVaMFHfttD4ewW,4. Bean Sprouts / 椒香本地豆芽王
JEiZ9lCcRyJlqlo3RmHj,Dragonbowl Drink -1. Original black tea (原味红茶)
LVIAIB8FZqqzKhVxPyji,Dragonbowl Side -7.Bean curd / 甜辣扬州干丝
ORgli7ihbQl3wg6SEZMG,Truffle Lobster
RheAIQtHSaLPzR1U3DqU,Bluefin Tuna
S3ZvAMamrNHCeDm2kP30,Alberta beef slice (阿尔伯塔雪花牛肉片)
TqFuxkOROgFIUGZN7tJv,Avocado 
U5BWU0lumPSgHRbtR41S,Dragonbowl Drink -7. Lemonade (柠檬水)
U9C26ODnqgiz5opNvAtR,Hello Nori School Catering
VNSCPRrcun5m7ZxXnjkH,Daily Soup / 是日例汤
VYDz6StClCYmE6cJyqao,Junior bowl Special Catering 
WFM9lODyGqNbMAYYWAAA,Spicy Shrimp
Y5y9XLENMiKwXm5pA8yq,DragonBowl -Two person Alberta beef slice combo (雪花牛套餐)
YiGrbXJzeCmt2xjv9Hs9,10. Cabbage / 怪味台湾高丽菜
ZEK0Di6Dexn8Q7QzDxa8,Dragonbowl BOGO -Lemon black tea 柠檬红茶 
a03jgMKKjHY3m30IMYyX,16 Pieces Cut Rolls
aqYJbnNTR5T4OToFpCJw,Grilled Chicken Bento (feeds 1-2)
bTzIRW4c6QXXQsCTBv2v,Dragonbowl BOGO -Black tea 原味红茶 
cVXFMlGdOiDEUXY8Olq9,Dragonbowl Drink -4. Grape black tea (葡萄红茶)
cYxYpOKodcs15sxds4bk,Dragonbowl Main -8. Pistol chicken legs (秘制手枪鸡腿) 1300 ML only 
czc3G3p8OKBUz16gUROQ,Toro 
d9s6EqmStTjVt7Qk6WWu,Dragonbowl Side -8. Woodear mushroom/酱拌特级云耳
jZ2vAhodtu8bwAf0g0cU,Family Platter (feeds up to 4)
ktTsxynLBEL30Tbds2LX,Braised Egg /古法秘制茶叶蛋
m0SHqZEMO4bkter1Ikf2,Coke
mIsaaMNGXPto8VripxvT,Beef brisket （红烧半肥瘦牛腩）1300 ML only 
mzB2XS8sCSDVNBew2wQn,Unagi
nlCbBot5G5tgmrSTAH2t,16 Pieces Premium Cut Rolls
nnj4qJ1S183m96PCs7qD,Aburi Duo - 3pc Salmon/3pc Ebi 
q1NY03DcYbvQlRSK1QUo,Pork tenderloin (本地嫩猪里脊)
qAUIZQjGUatcI9ui7vVn,Sparkling Water
rB5KcqiJ5zyeC5ep2WJl,Salmon Oshi - 6pc
tlgJn7xVV7eL853yNIYb,Tamago 
uOuowIaBovNW03I1O9oE,Dragonbowl Main -9. Beef Shank (龍肴秘制牛腱子) 1300 ML only 
ueDo7PFj49S2AYynv28M,Jumbo shrimp (南洋黑虎大虾仁)
ueEl9eMlGmihnIkwsrfZ,16 Pieces Deluxe Cut Rolls
wCFri2FYMcxZ5CmlypD0,Aburi Ebi Oshi - 6pc
wZvvqrXLfh1XcQCP1YjC,Dragonbowl Drink -5. Lychee black tea (荔枝红茶)
y0znAz7CkqmNPKgi4UQ1,King Salmon
ynP8mSvPauX5JKwvI2Yy,Spicy Bluefin Tuna
yyUCCR7WV61XnS75OYDV,Yellow Tail
z6JmqzgkM5ruGAPYz7Ob,Cucumber
zscxGkkDm5E4hse7Q7xG,Hello Nori Caterdash
08NGBRwymtsEGPTuCdKt,Dragonbowl Drink -2. Peach black tea (蜜桃红茶)
0AVH9rtuBQR4VCimP4kB,Junior bowl Special Catering 
1c3vAzz7nyZJUVbmvx6P,Fried Chicken Thigh (台式炸雞排)
1tZdGfBM2m0Egu00qBip,Chicken nuggets w/spicy soy sauce(椒麻鹹酥雞)
2L3FxvRv7If7vrRuXBVL,Dragonbowl BOGO -Black tea 原味红茶 
2o408QN8TSnuYYQMJC3B,Dragonbowl Side -7.Bean curd / 甜辣扬州干丝
3Q4sjzLO6cpALILirYWW,Taiwanese Meat Sauce on Dried Noodle (肉燥拌麵)
4bF1MBi9UVjO1FWwUzB3,Dragonbowl Main -9. Beef Shank (龍肴秘制牛腱子) 1300 ML only 
6EOXTrlRM10Bp0Df5cbd,Chicken nuggets w/spicy soy sauce Bento(椒麻鹹酥雞便當)
6ep0HrYYyuZPJer0qbrf,Fried Pork Chop (台式炸排骨)
7SZGwAQniewXDIvVceU8,Side dish of Taiwanese Pork Meat Sauce (台式滷肉小份)
7YW6UgvJvPzZOL9PQ2SB,House Special Beef Noodle Soup (原汁牛肉麵)
7gpnwKxY1JpjUP8PqYi5,Dragonbowl Drink -1. Original black tea (原味红茶)
9vfUaHIATQ0RTK3ZyCuH,Vegan (全素豆制品)
Ai8YhVRsEYbOB97jRspT,Pearl Castle School Catering
BnVjJ56ymgX8wKRLmHDf,Honey Sauce Chicken Bento(蜜汁雞便當)
BrCqkfjuqfxMEh2DYXqH,Spicy Crispy Chicken Bento(左宗雞便當)
C97vQmK9jlZVnyhUCqtd,Dragonbowl BOGO -Peach black tea 蜜桃红茶 
CBUCQiNVvVn90wybOXdS,Wonton with Chili Sauce (紅油炒手)
CVPjmhK9POt2tgOlk952,Dragonbowl Drink -6. Roselle sour plum tea (洛神红梅茶)
CZRvYKICPRps54u9Q3QB,10. Cabbage / 怪味台湾高丽菜
CdndZ3L1oe8offYrP4nu,Dragonbowl BOGO -Lemon black tea 柠檬红茶 
CxszhzmI5lt3NByOblMM,Taiwanese Sausage Bento(台式香腸便當)
CzIttI1dc0BoHY27p3Il,Fried Chicken Nuggets with Fried Rice (台式鹽酥雞炒飯)
DKW0FuLtjP1VUPHNaZqb,Scallion Beef Slices Bento(蔥爆牛肉便當)
DdTg0UdnXr7rco41dHTu,Braised Egg /古法秘制茶叶蛋
FNMF9BuaGnPPyhWVcMsA,Taiwanese Sausage (台式香腸)
FQk1o4MPKyjas35fvapJ,Fried Red-Fermented Pork Bento(台式紅糟肉便當)
G70ad9b4Lr1lvaS9KGUx,Fried Chicken Nuggets (台式鹽酥雞)
GVEA1kuEmhtEUkHBPECY,Beef brisket （红烧半肥瘦牛腩）1300 ML only 
GxkBiI6qhVySZiUjuxmY,Fried Chicken Thigh w/spicy soy sauce on Fried Rice (椒麻雞排炒飯)
HS4gcBg5l8WhlwN8lKzM,Dragonbowl Main -8. Pistol chicken legs (秘制手枪鸡腿) 1300 ML only 
HYud7v7G0xPNyKwlOTfo,Fried Red-Fermented Pork with Fried Rice (台式紅糟炒飯)
IHoTNcodQsQSKLLmy0NX,Lamb shoulder (草原嫩羊肩肉 ）
ILCEiqAqYQnFiIv6j2BT,Taiwanese Pork Meat Sauce Bento(台式滷肉便當)
IZBWQd4fSWt4Fk4REm2x,One Bowl of Steam Rice (白飯一碗)
KEVkScqpkHrzDjZFR9dZ,Fried Chicken Thigh Bento(台式雞排便當)
KhsDNtQR2aI8h9WvVLcQ,PearlCastle - Taiwanese Sausage with Fried Rice (台式香腸炒飯)
MEEXIAFOoaZUHID9WyqL,Chicken nuggets w/spicy soy sauce on fried rice(椒麻鹹酥雞炒飯)
NRx8XQvrfioYjb8CAVpl,Fried Red Fermented Pork (台式炸紅糟肉)
NeoFiKfK96B5lbAq615W,Dragonbowl Drink -4. Grape black tea (葡萄红茶)
OY0yw17kv7KtZ5Mrt5wa,Fried fish cake (炸甜不辣 )
Rw20rkNzTzyTUzVFBVSG,Chicken Teriyaki Fried Rice (照燒雞肉炒飯)
SQSDyEevyMjXms0w9WOQ,DragonBowl -Two person Alberta beef slice combo (雪花牛套餐)
Sd3nPI4iybu5yIa6aOVS,Sliced Pork & Dried Tofu Bento(回鍋肉便當)
U7VlS6PSCXem6F8uVObf,DragonBowl  -Two person Jumbo shrimp combo (南洋黑虎大虾仁套餐)
UgzmnvLcCAYqmyNK8BjD,Marinated Chicken Chop Bento(滷香雞排便當)
VRsZB1x5XC4Rdb5uhiXP,Daily Soup / 是日例汤
YVnN2wFdksuUmbcGfqlo,Pork tenderloin (本地嫩猪里脊)
ZBfy83EvT2LJ0XHX17W9,Chill Pepper Sauce Chicken Bento(辣子雞丁便當)
ZEJix0ACbo2vzLqqVPP8,Golden Lemon Chicken Bento(黃金檸檬雞便當)
ZPgPnEPS6Kjy3Fi3sP5v,Fried Pork Chop with Fried Rice (台式排骨炒飯)
ZmFCT3Vx3B9xsA5PRYkU,6. Celery Carrot / 传统老北京芹菜
bvtc5VDN7TK1Wmndc4Sc,Three Cups Chicken Bento(三杯雞便當)
dipwHXESpP4ZJvLvvqvp,Dragonbowl Drink -7. Lemonade (柠檬水)
fIIzi0sky3yw2J7cOls7,Dragonbowl Drink -5. Lychee black tea (荔枝红茶)
fQFP93Y84tUJxzHGxt1I,Spicy Fried Chicken Nuggets Bento(香辣鹽酥雞便當)
gGxC18d0GBBf7KaGGqC3,Szechwan Chicken Bento(四川雞便當)
h3g35ILV7GBcq8wpR7Jo,Fried Chicken Thigh with Fried Rice (台式雞排炒飯)
jka3HTKoxDppIro1yvua,Dragonbowl Side -8. Woodear mushroom/酱拌特级云耳
juKUTezKGlWKfS6hCg84,Chicken Thigh w/spicy soy sauce (椒麻雞排)
k12JiIy3eGeCvbe5PoLf,Boneless Chicken thigh (农场鸡腿肉)
mjdNtzBWOUlEtYPKCmJ8,1. Shredded Potatoes / 烧烤摊凉拌土豆丝
nU0ATCd1UKopImsiAHfZ,Dragonbowl Drink -3. Lemon black tea (柠檬红茶)
ow6RTLI22E7YyYNPdu0g,4. Bean Sprouts / 椒香本地豆芽王
pzsH3iGp9jQmGthodVZu,Extreme Spicy Beef Noodle Soup (麻辣牛肉麵)
r5d2maevFFcYZ97nUvOn,Marinated Tofu with Meat Sauce (滷香豆腐)
sQTbQvgMdKr9WqgIa0p3,Alberta beef slice (阿尔伯塔雪花牛肉片)
t5LfRNr3kBDl6Ucicaea,Fried Pork Chop Bento(台式排骨便當)
tYV2xLnou7V1wocnvekD,Fried Chicken Thigh w/spicy soy sauce Bento(椒麻雞排便當)
tjEbirExywrnVF4tUGvT,Spicy Fried Chicken Nuggets with Fried Rice (香辣鹽酥雞炒飯)
uELp86mFTQ4Krq3S3ZGI,Spicy Fried Chicken Nuggets (香辣鹽酥雞)
wbA7ENEB4sljQqLedMqY,Marinated Pork Chop Bento(滷香排骨便當)
x8KWaCw3WHEw80IA54s2,Kung Paw Chicken Bento(宮保雞丁便當)
xz3HrmoAUPGHVbed4fcj,Jumbo shrimp (南洋黑虎大虾仁)
xzxHia3qvbcnS5yfazkh,Fried Chicken Nuggets Bento(台式鹽酥雞便當)
17V4QgfFvtdVXBBrdIni,1. Shredded Potatoes / 烧烤摊凉拌土豆丝
28umjatLvqOTCHTQ5Shn,Dragonbowl BOGO -Peach black tea 蜜桃红茶 
2ZZocrBkjI0schF1qW1Y,Dragonbowl Drink -5. Lychee black tea (荔枝红茶)
46XGgEKW018s8q2q5p5M,Dragonbowl Drink -6. Roselle sour plum tea (洛神红梅茶)
5XPkD192nzRus4TWFAeT,Dragonbowl Main -9. Beef Shank (龍肴秘制牛腱子) 1300 ML only 
5wQr3jYaDxWQWtgRzJ7G,Junior bowl Special Catering 
5x0UskVelXauAiwMP7Gm,Diet Pepsi
6dsw9159Aitm4xxZrpeT,Boneless Chicken thigh (农场鸡腿肉)
73ZPls23VkbqcZk9zI0R,Pepsi 
7G7IDLvx6MOFPk8qk8Ld,Oreo Ice Cream Sandwich
AbaHtRniIcqvqk1w4SA8,Dragonbowl Drink -3. Lemon black tea (柠檬红茶)
BFn1bKJyAZEu28paC2Fp,DragonBowl  -Two person Jumbo shrimp combo (南洋黑虎大虾仁套餐)
CeZY9tSIQixl9JOV85Qo,Vegan (全素豆制品)
EaGxQhEqch5ZQ8N0vHR0,Callister Cream Soda
IdjX6x2SqUpww2vKbItL,Dragonbowl Drink -4. Grape black tea (葡萄红茶)
ImDcGJv50NA8zC9lsufJ,Dragonbowl Drink -1. Original black tea (原味红茶)
IuGpULyRevcz5NFQzTwa,Daily Soup / 是日例汤
JLVq96mCKwJohNjBGgfO,7UP
KQv8Qgt7BBwdbRBsaKsm,Callister Hibiscus Lemonade
PFdNYCo9urykyyz4OpJX,Bubly Blackberry
Pi2Qbo7IMbiHbYOPE0jh,San Pellegrino 500ml
Qj9rgxC9DN1xj9EkQUBq,Evian Spring Water - 750mL
SZ5vJW5zkL7MTHsoVWxI,Dragonbowl BOGO -Black tea 原味红茶 
SzUONbl4S7mCd6jXkHli,Vanilla Ice Cream Sandwich
UwJwVBFei8BAzn3rELk8,Alberta beef slice (阿尔伯塔雪花牛肉片)
W6fD3GYz5w9pqb3OZAty,Dragonbowl BOGO -Lemon black tea 柠檬红茶 
ZeReWdwQA1jOEwBa6GhT,Braised Egg /古法秘制茶叶蛋
Zjj19LoVws6mF7QHbmip,6. Celery Carrot / 传统老北京芹菜
ampB50xprXcN6CZ83kl7,Dragonbowl Side -8. Woodear mushroom/酱拌特级云耳
eMKkkkLn0QVg0vxyyDoZ,Bubly Peach
fBCkNBV1MSrKNGsymYbI,Callister Spruce & Hops
fJVBI13Pquvhgv0eUKZk,Jumbo shrimp (南洋黑虎大虾仁)
j2PBVJvV3S4If4kIc4X1,10. Cabbage / 怪味台湾高丽菜
la9OYbkp4rRGJNSd80bu,Lamb shoulder (草原嫩羊肩肉 ）
m2SFAbkbNpTLguVRSnTf,Dragonbowl Drink -2. Peach black tea (蜜桃红茶)
mJ73mpuUrhiwReSD0EFs,Dragonbowl Side -7.Bean curd / 甜辣扬州干丝
nnsYrepSBAAK6mPZzJLB,Dr. Pepper
o5iRNIjs9jpRqTE4TsLl,DragonBowl -Two person Alberta beef slice combo (雪花牛套餐)
og3PxQrsELR74Usc0mnf,Pork tenderloin (本地嫩猪里脊)
p09g9V7ipk4rVUzSyF3m,Dragonbowl Drink -7. Lemonade (柠檬水)
pve9hnz5L096S0ozijiH,Aquafina 500mL
q6p6zbvn6KJIlw1xoPdr,Dragonbowl Main -8. Pistol chicken legs (秘制手枪鸡腿) 1300 ML only 
rXVAhKm7kBZ303P2FPwj,Ice Pop - Mr. Freeze
s2BeAAz3PbHGplfQ3LcN,4. Bean Sprouts / 椒香本地豆芽王
vscaGn0HfrbfS68scwat,Beef brisket （红烧半肥瘦牛腩）1300 ML only 
w9b4cdl5R8nndr4sk7oh,Callister Root Beer
xPdduMKxZWHHoSu7R5zl,Pepsi Zero
yf0Exil0ZUKv7KRGJx40,Callister Raspberry Earl Grey
